RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Saffle2002,21,21,22,23
Rumbak2004,3,60,15,60
Barquist2006,28,29,28,31
Blot2008,30,61,31,62
Terragni2010,30,209,44,210
Trouillet2011,50,109,47,107
Zheng2012,17,58,30,61
Mohamed2014,4,20,8,20
