RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Munro2009,48,97,45,95
Pobo2009,15,74,18,73
Yao2011,4,28,14,25
Long2012,4,31,11,30
Lorente2012,21,217,24,219
