RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Antonelli16,4,20,14,20
Zhan24,1,21,4,19
Confalonieri27,6,28,14,28
Wood29,7,16,5,11
Wysocki30,13,21,14,20
Zhu32,9,48,38,47
Martin33,9,32,17,29
Auriant34,5,24,12,24
