RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Venn1999,6,66,0,53
Venn2001,0,10,0,10
Elbaradie2004,0,30,0,30
Wahlander2005,1,14,0,14
Memis2006,0,12,0,12
Pandharipande2007,1,52,1,51
Akin2008,0,30,5,30
Riker2009,12,244,1,122
Ruokonen2009,3,41,0,44
Shehabi2009,21,152,18,147
