RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Shackford1983,1,30,1,28
Shackford1987,0,26,0,26
Cross1989,0,11,0,9
Croft1992,0,13,1,15
Jarvela2002,0,36,1,36
