RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Preiser2000,8,20,6,17
Nathens2002,4,301,7,294
Crimi2004,49,112,76,112
Angstwurm2007,46,116,61,122
Forceville2007,14,31,13,29
Mishra2007,8,18,11,22
