RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Kujath1993,8,20,6,20
Rex1994,15,103,12,103
Abele1996,24,36,10,36
Anaissie1996,16,45,15,41
Driessen1996,2,12,1,11
Phillips1997,8,50,3,53
