RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Ely1996,5,149,12,151
Kollef1997,23,179,18,178
Namen2001,10,49,6,51
Simeone2002,1,24,0,25
Navalesi2008,9,165,18,153
Piotto2008,2,18,11,18
Rose2008,5,51,6,51
Stahl2009,8,26,6,26
