RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Prowess2001,30,850,17,840
rhAPC2001,5,90,3,41
Address2005,51,1317,28,1293
Dhainaut2009,1,94,2,99
Prowess2012,10,833,8,833
