RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Rasanen1985,3,20,6,20
Bersten1991,2,19,4,20
Lin1995,4,50,6,50
Takeda1997,1,15,3,15
Masip2000,0,19,2,18
Levitt2001,3,21,3,17
Park2001,1,9,0,10
Park2001,0,7,0,10
Kelly2002,2,27,7,31
Nava2003,6,65,9,65
Crane2004,0,20,6,20
Crane2004,5,20,6,20
L2004,12,43,14,46
Park2004,1,27,6,26
Park2004,2,27,6,26
