RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Alexander0,16,55,22,55
Braakman0,44,81,47,80
Cooper0,26,49,13,27
Dearden0,33,68,21,62
Faupel0,16,67,16,28
Gaab0,19,133,21,136
Gianotta0,34,72,7,16
Grumme0,38,175,49,195
Hernesniemi0,35,81,36,83
Pitts0,114,201,38,74
Ransohoff0,9,17,13,18
Saul0,8,50,9,50
Zagara0,4,12,4,12
