RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Bernard1987,8,50,5,49
Meduri1998,12,16,6,8
Annane2006,12,85,12,92
Steinberg2006,20,89,30,91
Meduri2007,27,63,17,28
