RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Berger2001,5,9,5,12
Lindner2004,2,35,0,35
angstwurm2007,10,122,10,124
Forceville2007,17,31,13,29
Manzanares2011,3,16,10,19
SIGNET2011,126,251,139,251
