RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Colombo1,31,144,59,170
Girrad2,18,167,12,168
RUckonen3,2,12,2,12
Shebabi4,8,21,6,16
Strom2010,11,55,4,58
