RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Yu1993,4,26,7,28
Eggimann1999,0,23,0,20
ARDS2000,4,117,1,117
Garbino2002,4,103,4,101
Normand2005,0,51,0,47
Schuster2008,11,133,16,137
Giglio2012,0,49,0,50
Ostrosky2014,2,117,2,102
NCT48750,7,51,4,51
NCT1122368,19,122,22,126
