RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Venn1999,15,66,0,53
Talke2000,1,22,0,19
Venn2001,0,10,0,10
Herr2003,21,148,12,147
Martin2003,10,203,4,198
Wahlander2005,4,14,0,14
Memis2006,0,12,0,12
Akin2008,0,30,4,30
Kaneko2008,0,33,11,33
Riker2009,69,244,33,122
Ruokonen2009,2,41,1,44
Tasdogan2009,6,20,5,20
