RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Shore1999,4,53,16,52
Nuttal2001,7,41,1,51
Avidan2004,2,51,0,51
Ak2009,19,114,31,110
Girdauskas2010,9,27,25,29
