RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
van8,39,765,6,783
van9,111,595,19,605
Arabi10,76,266,8,257
brunkhorst11,42,247,12,290
de12,21,254,2,250
Devos13,54,550,15,551
Nice18,206,3016,15,3014
Azevedo22,27,168,6,169
Bland25,1,5,1,5
Henderson31,7,32,1,35
Lapichino32,8,45,3,45
Mackenzie33,50,121,9,119
Mitchell35,5,35,0,35
Oksanen36,7,39,1,51
