RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
DeRiso1996,3,173,9,180
Houston2002,4,270,9,291
Grap2004,4,7,3,5
Segers2005,35,485,67,469
Liu2008,6,30,13,30
Bellissimo2009,16,64,17,69
Scannapieco2009,14,116,12,59
Grap2011,7,21,10,18
Nie2011,11,100,32,100
