RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Shore1999,22,53,31,52
Avidan2004,34,51,35,51
Kultufan2006,7,20,12,20
Ak2009,52,114,60,110
Girdauskas2010,24,27,27,29
