RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Bach1996,0,116,3,116
Pemberton1996,0,13,2,10
George1997,4,44,10,35
Loo1997,3,77,3,81
Maki1997,2,208,9,195
Heard1998,5,151,6,157
Hannan1999,10,174,11,177
Marik1999,1,36,2,39
Hanley2000,8,175,15,191
Sheng2000,1,113,2,122
van2001,2,48,3,46
Theaker2002,12,101,12,131
Richards2003,2,237,6,223
