RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Powell1993,0,20,0,10
Kantorova2004,1,72,1,75
Alhazzani2016,3,49,2,42
Lin2016,0,60,1,60
Selvanderan2016,0,106,0,108
