RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Nelson1998,19,380,22,376
Tanaka2001,2,12,1,13
Presneill2002,5,10,3,8
Rosen2005,6,18,7,15
Stephens2008,22,81,21,83
