RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Drakulovic1999,3,39,16,47
Cai2006,4,27,13,27
Van2006,16,112,20,109
Wu2009,11,56,48,56
Hang2012,3,20,9,19
Hu2012,8,43,21,43
Xue2012,4,48,12,48
Yu2012,5,33,14,32
