RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Clifton1993,2,24,1,22
Lajos1993,1,55,0,54
Kaukoranta1995,1,50,1,51
Engelman1999,2,100,1,98
Engelman1999,1,93,1,98
Jacquet1999,4,92,5,108
Gaudino2002,0,58,1,55
HACA2002,13,137,14,138
Koksoy2002,3,17,10,17
Qiu2007,3,40,1,40
Boodhwani2009,26,134,20,133
Castren2010,1,96,2,104
