RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Esparza13,0,27,3,27
Davies14,0,39,1,34
Kortbeek15,0,43,0,37
Boivin19,0,40,1,40
Eatock20,0,27,3,22
Montecalvo21,0,19,5,19
Montejo22,0,51,9,50
