RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Kramer15,5,16,11,15
Wysocki16,13,21,14,20
Brochard17,11,43,31,42
Daskalopoulo25,0,8,3,8
Martin26,4,20,13,22
