RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Slotman1987,1,35,5,36
Savino1994,1,65,8,227
Eggimann1999,4,25,9,22
Ables2000,8,61,12,60
Parizkova2000,0,18,0,20
Pelz2001,7,130,16,130
Garbino2002,5,104,11,102
Sandven2002,5,53,10,56
He2003,2,22,7,23
Jacobs2003,0,32,1,39
