RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Martin1993,7,16,10,16
Ruokonen1993,4,5,3,5
Marik1994,5,10,6,10
Mathur2007,11,25,6,25
De2010,319,507,349,529
Patel2010,51,118,67,134
