RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Lindner1997,8,20,3,20
Stiel2001,12,104,13,96
Wenzel2004,57,578,58,588
Callaway2006,5,167,4,158
Gueugniaud2008,24,1439,33,1448
Mentzelopoulos2009,9,48,2,52
