RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Lindner1997,12,20,17,20
Li1999,30,40,39,43
Lee2000,2,5,4,5
Stiell2001,92,104,83,96
Wenzel2004,521,578,530,588
